review	label	textblob_predicted_label
I was a fan of Buffy and hoped it would come to a proper end when Angel got only one more season. But when the end came closer I was exited to see that. And what did we get? This episode called 'NOT FADE AWAY' was the very last one.<br /><br />I was so disappointed by this episode. This is absolutely the worst way to this series. Why couldn't it get a happy ending? Why did have a few of the main characters to die? Why did Angel not become a human and was reunited with Buffy again? No. Angel has to sign this bloddy piece of paper that he'll never become a human. How stupid.<br /><br />And the end is a cliffhanger.<br /><br />What could have been worse? The Buffyshow began so great, such as Angel, but the hole Universe ended so crappy. Somebody should put a spell on the man who wrote the screenplay to this episode and make sure he get's lost in hell.<br /><br />So don't bother watching this, it's so bad, it hurts! Totally 1 out of 10.	negative	negative
Well, sorry for the mistake on the one line summary.......Run people, run!! This movie is an horror!! Imagine! Gary Busey in another low budget movie, with an incredibly bad scenario...isn't that a nightmare? No (well yes), it is Plato's run...........I give it * out of *****.	negative	negative
If you watched Pulp Fiction don't see this movie. This movie is NOT funny. This is the worst parody movie ever. This is a poor attempt of parody films.<br /><br />The cast is bad. The film is bad. This is one of the worst pictures ever made.<br /><br />I do not recommend Plump Fiction. I prefer the original Pulp Fiction by the great Quentin Tarantino. This is one of the worst parody films ever made.<br /><br />Plump Fiction is not a good movie. It is not funny. It is so dumb and vulgar.	negative	negative
'Plants are the most cunning and vicious of all life forms', informs one dopey would-be victim in 'The Seedpeople', a silly, flaccid remake of 'Invasion of the Bodysnatchers', 'Day of the Triffids', and about a thousand udder moovies. And why are seeds moore dangerous than plants, one might ask? Because, according to the same dolt, 'seeds can chase us'. Yes, I can remember one horrifying incident when the MooCow was just a calf, being chased all the way home from school by ravenous dandylion seed... Yeah, right. Unfortunately, the 'monsters' in this seedy little turkey kind of look like shaggy little muppets, some of which roll around like evil tumbleweeds, others which sail about on strings. There's not even the tiniest inkling of terror or suspense to be found here. For reasons left unexplained, the seed monsters are knocked out by 50 volt ultra-violet lights, even though they can walk about in the daylight, which has about 1,000,000,000,000 times more uv energy. As you can see, not much thought was put into this cow flop. The MooCow says go weed yer garden instead of wasting your photosynthesis here. :=8P	negative	negative
if they gave me the option of negative numbers I'd use it. This movie was truly god-awful. I went into the theaters expecting it to be horrible, and it somehow managed to exceed my expectations.<br /><br />The script was weak, the acting was painful. I wanted to walk out but my friend was driving and wanted to get her moneys worth, I think we were both disappointed.<br /><br />The growing of the breasts when the girls got their super power and changing of the hair color was just wrong. Eddie Izzard just seemed wrong for the part of super villain, he came off as oddly weak and silly. Jenny Johnsons (Uma Thurman) came off as psychotic and strange, as did Matt's (Luke Wilson) friend Vaughn (Rainn Wilson.	negative	negative
John Candy was very much a hit-or-miss comic actor. His death was a tragedy and we all miss him a lot, but WAGONS EAST, in which he plays a bumbling wagonmaster who agrees to take a group of pioneers out of the wild west, is even sadder. I don't understand why it was even released. The story is pointless and weak, and the jokes aren't there. It saddens me even further that Candy's last film would be his all-time worst movie. So let's forget all about this one and remember him in his better films such as SUMMER RENTAL, PLANES, TRAINS AND AUTOMOBILES and UNCLE BUCK.<br /><br />0 out of 5	negative	negative
Bored Londoners Henry Kendall and Joan Barry (as Fred and Emily Hill) receive an advance on an inheritance. They use the money go traveling. Their lives become more exciting as they begin relationships with exotic Betty Amann (for Mr. Kendall) and lonely Percy Marmont (for Ms. Barry). But, they remain as boring as they were before. Arguably bored director Alfred Hitchcock tries to liven up the well-titled (as quoted in the film, from Shakespeare's 'The Tempest') 'Rich and Strange' by ordering up some camera trickery. An opening homage to King Vidor's 'The Crowd' is the highlight. The low point may be the couple dining on Chinese prepared cat.<br /><br />*** Rich and Strange (12/10/31) Alfred Hitchcock ~ Henry Kendall, Joan Barry, Percy Marmont, Elsie Randolph	negative	negative
What a horrible comedy. Totally lame. The supposed 'humor' was simple and stupid. Stanly Tucci (a great actor) had the only parts worth chuckling at. And he was tied up and gagged at the time. Don't waste your time with this one. It deserves a 0/10.	negative	negative
I was looking for a documentary of the same journalistic quality as Frontline or 'Fog of War' (by Errol Morris). Instead I was appalled by this shallow and naive account of a very complex and disturbing man and his regime: Alberto Fujimori. This movie should be called 'The return of Fujimori'. The director presumes she made a 'perfect' movie because alienates both pro and anti-Fujimori factions when in fact it is a very biased and unprofessional piece of work. <br /><br />The movie has few crucial facts wrong: <br /><br />1) She uses the so called 'landslide' election of 1995 in which Fujimori was re-elected with 65% of the vote, as an example of the massive popular support of Fujimori. But we all now know to be the fruit of a very organized electoral fraud.<br /><br />2) The movie states that Sendero Luminoso (Shining Path) killed 60,000 people. In fact, the Truth Commission's final report states that there were 69,280 deaths due to political violence in Peru. 33% of those were caused by SL. That leaves the other 67% in the hands of the police, military and other groups. The fact that she uses the same misleading information that Fujimori has been using for 10 years it is another example of how terrible this movie is. <br /><br />For any person with some education on Peruvian politics and history, Fujimori is clearly a consummated manipulator, a delusional character and remorseless egomaniac. His regime was very far from being democratic. He is still a menace to Peruvians. Despite these facts the director lets Fujimori tell the story. Not only on how he wants the camera to be positioned but the narrative and direction of the film seem to be part of his political agenda. He always seems to have the last word. There are no journalistic 'cojones', just soft questions and unchallenged remarks. Where is Oriana Fallaci when we need her? The director, when questioned after the screening, didn't hide the fact that she was deeply impressed by Fujimori, his charm and intelligence. Yes, she has been definitely charmed by him, and you can tell by looking at this film. It's obvious she has a very hard time to digest the multitude of facts that point towards his responsibility on the corruption, murder and deception that took place. She assured the gasping audience that Fujimori was really a 'patriot' when few moments earlier, one of the leading Peruvian journalists was very adamant in telling us that Fujimori was, above all, a 'traitor'. She went on to say that despite all the accusations not 'a single dollar' was found on any bank account on his name, etc, etc. It was like hearing again the same gang of ruthless thugs that ruled the country for 10 years defending their master. It was a sad moment for journalism.<br /><br />This film makes injustice to history. It is an insult to hundreds of dead people, disappeared or unjustly incarcerated by Fujimori's regime. No wonder she later confessed that all the Peruvian intellectuals she befriended while making the movie felt betrayed by it. Unbiased? The words 'oportunistic', 'naïve' and 'denial' come to my mind instead.	negative	negative
Warped take on the Pinocchio theme, and set during the Christmas season(..after the previous entry abandoned ties to Christmas) has booby-trapped toys sent to murder a child(..yet through this, other victims are accidentally harmed in the process)perhaps by a toy maker's 'son'. Screaming Mad George was responsible for the killer toys(..including a larvae which enters a victim's mouth and out his eye, another where soldier toys actually shoot real bullets at a babysitter after her boyfriend was practically strangled by a severed hand toy, operating from a remote control). The little target is a mute child named Derek(William Thorne)whose stepdad was murdered by a red ball with extending arms that ensnare his face, causing him to land on a fireplace poker. Mother Sarah(Jane Higginson)worries about her son's mental state, figuring his reluctance towards opening presents or, more importantly, talking, derives from watching her husband's horrific murder. Derek's real father, Noah(Tracy Fraim)fears for his son't safety, and informs, reluctantly, his ex-girlfriend Sarah that the local toymaker, Joe Petto(Mickey Rooney)once was arrested for setting traps in toys to harm kids due to the loss of an unborn child when his wife was killed in a car crash..kind of a retaliation in saying that if he couldn't have a son, then others shouldn't either. Still quite a heavy drinker(..often seen swigging Jack), Petto seems to have set aside his feelings towards kids, but his creepy son Pino(Brian Bremer)hasn't and Derek he harbors angst towards. Why? You'll soon understand.<br /><br />Pretty disappointing special effects and rather goofy premise. Rooney's name adds an allure to the film, gaining it a notoriety, but his histrionics can only help so much. Attractive lead actress Higginson(Slaughterhouse)and Fraim as the man who re-enters her life aren't so bad, but the lame plot that develops is hard to take seriously. I'm guessing that's the point, but Rooney has no reason to be in such a film as this..he has no room to bring any personality to his toymaker other than rage and desperation, quite volatile, barely holding himself together as he explodes in anger towards Pino, when not downing liquor. Bremer is appropriately weird and 'robotic' as Pino, longing to have Sarah as his mama. The practical effects used during the attacks on victims are rather unconvincing..Screaming Mad George's work with Savage Steve Holland was far more effective than what we see in this film. The sex everyone talks about isn't as gratuitous as many would have you believe(..I can't even recall any nudity). Probably the best of the numerous sequels greenlighted, but that's not exactly an endorsement. I'm pretty sure written on paper, this was an entertaining concept, the idea of spoofing Pinocchio using horror elements, but the result doesn't exactly blow you away.	negative	negative
How can such good actors like Jean Rochefort and Carole Bouquet could have been involved in such a... a... well, such a thing ? I can't get it. It was awful, very baldy played (but some of the few leading roles), the jokes are dumb and absolutely not funny... I won't talk more about this movie, except for one little piece of advice : Do not go see it, it will be a waste of time and money.	negative	negative
This HAS to be the worst movie I've ever attempted to watch. In the first 15 minutes, there wasn't anything to keep my interest in this movie. I was on vacation at the time, and had plenty of time to devote to a just-for-the-fun-of-it movie. The condo we were staying in had this movie in stock -- they must have got it from the $1 store or something.<br /><br />If you like Adam Sandler, this is nothing like any other movie he's made. This started with a bad premise and then just got worse. There's nothing even remotely funny in it.<br /><br />I've watched a lot of movies, including some I didn't care for. But if you decide to waste your time on this movie, don't say I didn't warn you.	negative	negative
This movie is such a piece of unbelievable crap. First let me talk about the pros: Sandra Bullock in a black bathing suit.<br /><br />Now the rest of the story which is all pretty much bad. We have said computer programmer Angela Bennett (who's online profile is ANGEL - HOW WITTY!!! I bet the directors cheered over that one for an hour) who basically checks other Company's software for errors/glitches etc. So we start with her ordering pizza on the Internet and then putting on a fireplace on her monitor (EXTREME computer skills shown thus far). This is after she finds some virus on a macintosh program which crashes the whole system after hitting the escape key. This is apparently a HUGE problem yet the virus created to do such could be done in about 1 minute with a simple batch file.<br /><br />Any event, we move on. She gets this call from some other bloke (that works at the same company) and this fool says to go click this symbol which apparently opens up some secret Internet gateway to a bunch of unprotected 'top secret' data woohoo! Angela saves this crap on a disc and now the people that created this loophole are out to get her. This of course is only after she hooks up with one of the bad guys only BEFORE he tries to kill her BEFORE she jumps in the ocean off his boat, BEFORE she winds up in a random hospital.<br /><br />Problem #1: You can't create a loophole on the Internet to gain access to a bunch of top secret FBI data. Where the hell did this come from? Since when can a group of hackers control the basic flow of the Internet (even in 95)? Problem #2: Angela would need proper identification before a hospital or clinic would release her. She could not just pack her things and go.<br /><br />Then these 'hackers' or whatever change Angela's ID so she can't get help from anyone and conveniently enough all her ID is gone. So she returns home and a cat and mouse chase goes on and on and on.<br /><br />Apparently all police and FBI people are stupid and don't believe her. So then she has to utilize a bunch of tactics to enter into the building where she works (where the person who is now filling in for her is) and get back to her old computer. She starts talking to some other random bloke and finds out who is behind everything through some BS IP address that the director knows the audience is too stupid enough to believe.<br /><br />Then she runs to some center to mail all this information to the FBI. She apparently HAS to use a mainframe to email stuff to the FBI. But then the same fool that tried to kill her BEFORE throwing her in the water catches her and easily hacks into the FBI again (wtf?). But remember that cool virus? Well somehow she luckily gets that and even though the virus only worked on software, it now works on the entire system too. It brings down the whole mainframe which has all the fake information because the mainframe was just sitting in the middle of some convention... WHAT THE HELL IS THIS CRAP! Anyway, the now uber virus works and Angela (the real one now) runs away and later kills the evil dude with a fire extinguisher. He of course has a gun, runs up to her so he's like 2 feet away and then decides to aim. CLASSIC Hollywood.<br /><br />All in all this movie is so full of BS and crap. Anyone who doesn't know a lot about computers will be wildly fooled into thinking this crap is possible but not one thing is accurate concerning computers or the net. And I honestly doubt I'd see a multiplatform virus for Mac and a mainframe computer (*cough LMAO*).	negative	negative
This movie was one of the worst I have ever seen (not including anything by or with Pauly Shore). I couldn't believe that a film could actually be THIS bad!<br /><br />Coolio has to be the single worst actor (again, not including Pauly Shore) to ever 'star' in a movie. The temptation to hit the STOP button during this movie was huge (in fact, if there was a THROW IN THE TRASH button on my VCR, I would have been inclined to press that).<br /><br />Do yourself a favor, and do something more interesting than watch this movie, like watching the grass grow, or watching golf on TV.	negative	negative
After Life is a Miracle, I did not expect much. It's hard to believe that these films were made by the same man as Do You Remember Dolly Bell, for instance. Zavet is two hours of silly antics with no story. The wild and unbridled humor of Underground seems to have degenerated into pathetic buffoonery here. It appears that Kusturica has been going steadily downhill since he started making life-affirming comedies, beginning with Black Cat, White Cat, which I think was great, but already had some disturbing signs of dementia. I liked his early films so much, and this is why it's especially disappointing to see something like this. Let's hope his next one will be great.	negative	negative
Mom begins at night in the middle of nowhere, at what looks like a wooden building in the desert. A pick-up truck pulls up & an angry Father chucks his slutty daughter Virginia Monroe (Claudia Christian) out & leaves her there, but she isn't alone as the shadowy figure of Nestor Duvalier (Brion James) watches her from a short distance. Virginia tries to make conversation but as she grinds a cigarette out under her Leopard print, thigh high, high heeled boots Nestor grabs her by her throat & drags her off into the darkness. Nestor then rips her top open, turns into a monster & starts to eat her innards. Virginia is the latest victim of a serial killer that have Lieutenant Carlo Hendrix (Art Evans) & the LAPD baffled, or at least that's the message a local TV news reporter named Clay Dwyer (Mark Thomas MIller) is telling his viewers. Clay is happily living with his pregnant girlfriend Alice (Mary Beth McDonough) & therefore his Mother Emily (Jeanne Bates) has a spare room going which she decides to rent out to the 'blind' dark sunglass wearing Nestor. Unfortunately for Emily she accidentally knocks Nestor's sunglasses off which reveal he has strange coloured eyes, Nestor then turns into a monster again & bites Emily turning her into a flesh-eating monster just like himself. Nestor takes Emily out to train her, they find a suitable homeless bum (Rory VanSaint), murder him & eat his guts but Emily's son Clay has witnessed the whole thing & he must choose between doing what is right & his love for his Mother who now just happens to be a grotesque bloodsucking & flesh-eating monster!<br /><br />Edited, written & directed by Patrick Rand I thought Mom was a pretty awful film. Looking at some of the other comments on the IMDb & the genre listing it has been given it appears many seem to think that Mom is a comedy horror. Well I can tell you now that I didn't see any comedic elements in Mom at all because there aren't any, unless they are very subtle. The only thing that I can assume is that people see comedy in the actual situation which Mom presents, that being an old lady turning into a flesh-eating monster & the predictable problems & emotional angst that it causes to her son who finds out. There are no jokes (apart from naming a prostitute Beverly Hills (Stella Stevens)), slapstick humour or anything even remotely funny in the film itself & as far as I could see it is played totally straight throughout it's 90 minute run time. So with there being no comedy in Mom that must mean there's lots of horror right? Wrong, Mom sucks & is painfully slow to watch especially after the first thirty odd minutes which consist of Nestor turning into a monster a couple of times, biting Emily, showing her how to hunt for food & Clay finding out. Until this point Mom was moving at a fairly decent pace, had some OK special make-up effects & had me interested, unfortunately Mom runs for another hour which is basically the emotional crap suffered by Emily's Son, the eventual breakdown of his marriage & him being torn between love for his Mother & the fact that she's a flesh-eating monster. This part of the film is incredibly slow, boring & as dull as dishwater even having the nerve to resort to a clichéd role-reversal scenario where Clay tells his Mom to go to her room & stay there locking the door behind her, telling her off & putting bars over her window so she can't escape her room. Mom's script totally ignores the monsters origins & ask's us to just accept that this thing exists without giving a single reason why we should, no matter how silly an explanation might have been I think some background to the monster would have helped. Technically Mom is bland & cheap looking, although I can't say it's badly made it's very average stuff all the way with nothing that particularly impresses or anything with which I could make fun of to pass the time. The special make-up effect's on the monster are OK but their used in very quick flashes, blink & you'll miss them. Don't be fooled by any fancy video box artwork like I was, the monster is only in it three times maximum & all of those are within the pacey first thirty minutes. There isn't much gore either, a severed arm, some brief intestine eating, a burnt body & a drill in someone's arm is all we get. The acting is OK but please Mr. Brion James what is that dodgy accent all about!? At least James had the good sense to know he was in crap & sensibly opted to be killed off early on in the proceedings, everyone else are nobodies expect the black Lieutenant who was also a black police officer in Fright Night (1985) but you may recognise him from Die Hard 2 (1990), he made Mom & Die Hard 2 in the same year?! Talk about opposite ends of the spectrum! Overall there is nothing by which I can really recommend Mom as a horror film & it certainly isn't a comedy as far as I'm concerned. Very poor, very disappointing & yet again I've been conned by fancy video-box artwork with lots of stills of cool looking monsters. Definitely one to avoid.	negative	negative
I say Ben Johnson and my fellow Canadians say, 'Ben Johnson?!' - he was a goddam MOVIE STAR guys, a COWBOY, and by 1976 he was scraping by playing a sheriff in stupid made for TV disaster movies such as this, cashing in on the DEADLY SWARMS OF KILLER BEES that everyone apparently thought were coming to get us at the time. So there's these bees, and they kill some people by flying in their mouth and going after them underwater. Eventually these idiots find the swarm and die and this woman is trapped in her car by the entire swarm. The cops are like, what do we do? Uh, bees die when it's cold. So where could we make it cold? I know - the stadium in New Orleans! So they drive this car and its attendant swarm of killer bees on and on through the streets of New Orleans, with a bullhorn saying 'GET OFF THE STREETS OR YOU WILL BE STUNG TO DEATH.' And the future home of tens of thousands of flood victims with its broken toilets so becomes the narcotic doom of this particular buncha bees. I don't know which is the greater indignity on this great city...well I do, but this one sucks too. Most appropriately viewed on an extremely faded-to-orange 16mm print, although Betamax is a good alternative!	negative	negative
As a geology student this movie depicts the ignorance of Hollywood. In the scene where the dog grabs the bone from inside of the burning house, it is less then a foot from lava which has an average temperature of 1,750 degrees Fahrenheit. This stupidity is witnessed again when 'Stan' goes to save subway 4. His shoes are melting to the floor of the subway while the rest of the team is standing just feet away from the flowing lava. And to finish off this monstrosity of a film, they come up with the most illogical solution, stopping a lava flow with cement K rails. Earlier in the film a reporters voice can be heard saying that nothing can stop the flow fire fighters have tried cars and CEMENT. Common sense dictates this film is a preposterous and gross understatement of human knowledge.	negative	negative
Bled is a very apt title for this As you watch it you will feel your life being bled from you . The cliché in horrors is about people doing exactly what they shouldn't ( going down into the basement or going up into the attic) Then the trouble ensues Take heed then DON'T watch this film .Show the brains that victims in horror movies never do Stay clear Do not enter .And if you need anymore incentive This film? is as bad as the worst Uwe Boll film I mean ,The house of the dead bad. I have often thought about entering a review of a film on I.M.D.B. and ,after watching some based on the comments herein ,I discovered I guess everyone's entiled to his/her opinion. Please trust me on mine	negative	negative
Thinly-cloaked retelling of the Garden-of-Eden story -- nothing new, nothing shocking, although I feel that that is what the filmmakers were going for. The idea is trite. Strong performance from Daisy Eagan, that's about it. I believed she was 13, and I was interested in her character. The rest left me cold.	negative	negative
awful, just awful! my old room mate used to watch this junk and it drove me crazy. the book is one of my favorites and its a shame that some people will never know what it is really like because their first impressions are from dribble like this. they changed so much it is hardly recognisable. which baffles me since the book reads like a soap opera anyway, providing enough fodder for modern day entertainment. it's like one of those Lifetime movies that say 'based on a true story' but are completely fictional. there is none of the emotion or depth of the book, just mindless melodrama. if you are a high school student looking for a way to get out of reading, i suggest you try another version.	negative	negative
Now I love Bela Lugosi,don't get me wrong,he is one of the most interesting people to ever make a movie but he certainly did his share of clunkers.This is just another one of those.<br /><br />Lugosi plays Dr.Lorenz,a doctor who has had his medical license pulled for unexplained reasons.He is however doing experiments to keep his wife young and beautiful.It's revealed that she is 70-80 years old yet Lugosi looks to be in his mid 50's so why he is married to this old woman is never really explained.<br /><br />Anyway these treatments or experiments involved giving brides who are at the altar being married some sort of sweet smelling substance whereby they pass out but are thought to be dead.Then Lugosi and some of his assistants steal the body on its way to the morgue and take it back to his lab where it's kept in some sort of suspended animation or catatonic state.Then the stolen brides have a needle rammed somewhere in their bodies,maybe the neck,and then the needle is rammed into the body of Lugosi's wife to bring her back to youth and beauty.We never really see where Lugosi sticks the needle or what it is that he draws out of the brides but it somehow restores his wife .Apparently old age makes you scream with pain because Lugosi's wife does a lot of screaming until she gets back to her younger state.Helping Lugosi in his lab is the only good thing about this movie....a weird old hag and her two deformed sons....one son is a big lumpy looking slow acting fellow who likes to fondle the snoozing brides and the other son is a mean little dwarf....little person, to be politically correct in today's world.At night these three just sort of pile up and sleep in Lugosi's dreary downstairs lab.Who these 3 are and how they came to be Lugosi's scared assistants is,like a lot of stuff in this film, never explained.<br /><br />So anyway a female reporter is given the assignment by her gruff editor to find out where all the stolen brides are going to.She quickly figures out that the one common thing among all the stolen brides is a rare orchid that is found on them.So she asks around and is told that there is a world renowned orchid expert living nearby who just happens to be the one who developed this particular orchid.This expert turns out to be creepy Dr.Lorenz.She quickly tracks him down and upsets his little house of horrors.I'm not sure where the police were during all this but they came in to mop up after the reporter had done all the dirty work.<br /><br />It seems that Lugosi's movies always had some sort of unnecessary silly plot line that just made the whole thing stink to high heavens.I mean a world famous orchid expert kidnaps brides by sending them a doped up orchid he himself is known to have developed? D'OH!<br /><br />And then later it's revealed that the young ladies don't even have to be brides for the procedure to work so why would Lugosi keep kidnapping brides from heavily guarded churches for his experiments and create all the attention and newspaper headlines? Why not just grab a prostitute off the street like a normal weirdo pervert would do? This clunker reminded me a lot of another Lugosi stinker,'The Devil Bat'....same silly plot lines and bad acting and same silly 'reporter gets bad guy' deal.<br /><br />But Lugosi is always good--he is creepy and sinister enough to keep you interested at least enough to keep watching him.The woman playing the reporter was just a terrible actor....she had no emotion whatsoever,she just delivered her lines like a machine gun ,spewing them out as quickly as she could.Everyone else pretty much blew too,when it came to being good actors.<br /><br />But this thing is watchable ,if only for Bela Lugosi fans.Lugosi was always so intense even when the picture was a dog.He must have known he was doing terrible pictures but maybe he also knew that if he gave it everything he had a little of that intensity might shine through past all the bad plots and bad acting which surrounded him.<br /><br />And he was right----we horror fans will always have a love for Bela Lugosi.He gave it his all every time he was in front of the camera.We do give two f**ks for you,Bela.	negative	negative
I know John Singleton's a smart guy 'coz he made Boyz N The Hood, so how did he write and direct this? It's like the pilot of a bad 'going away to college for the first time' teen soap, a parade of boring stereotypes and cliches with some gratuitous violence thrown in to make it a commercial proposition, I guess. Who would've guessed the date-rape victim would dump sausage for seafood? The angry loner would be preyed upon by a group of Neo-Nazis (and would be roomed-up with a black AND a Jew - just for laughs!) Even Laurence Fishburne's creepy reactionary history Professor just irritated me and I love the guy, it's like everyone involved with this movie just lost the plot. Except Busta Rhymes, of course. Big ups.	negative	negative
My god...i have not seen such an awful movie in a long...long time...saw it last night and wanted to leave after 20 minutes...keira knightley tries really really hard in this one, but she cant handle it..dropped her accent every once in a while and didn't have the charisma to fill the role...sienna millers acting gets you to a point where you start to ask yourself: Has she ever had acting lessons? judging by the edge of love shes never been to acting class, but should consider to go in the near future...they both look really pretty..maybe thats what they should focus on in their future career..if they can be actresses everybody can!	negative	negative
This review may contain some SPOILERS.<br /><br />Just when you thought they didn't make them so extremely bad anymore, along comes Rae Dawn Chong as a space vixen and Willie Nelson as a Native American witchdoctor! It's even worse when you factor in that these two are the BETTER aspects of `Starlight,' a film that should only be viewed for laughs.<br /><br />Chong is an alien sent to Earth to seek out the only remaining half-breed, part man and part alien. Apparently, the Earth is in dire straits. Something is wrong with the genetics of mankind, and in a few decades the world will be turned into a polluted wasteland. Only by duplicating the DNA of the half-breed can the kindly alien race save the planet. Don't ask me how that is, since the movie gives the impression that the world will be destroyed by pollution, which is caused by humans. You would think Earth could only be saved by getting rid of the polluting creatures, not saving them! Anyway, the half-breed turns out to be Billy Wirth, a man living in a small Southwestern town and is part Native American from his mother's line, despite the fact that his mother is a red-headed Caucasian and his grandfather is Willie Nelson. Wasn't this the sort of malarkey that made the bombastic Carmen Electra bomb `The Chosen One' such a howler? Chong arrives in her ship just as Wirth nearly drowns after driving his motorcycle into a lake in a fit of recklessness being the result of just breaking up with his girlfriend. Before you can say utter the word `hogwash,' Chong is revealing her secret to Wirth, who isn't surprised for a moment, and spreading the word to Wirth's family. Chong also makes pals with Wirth's mother, who seems to have lost a few of her marbles over the years. Well, this is because Wirth's father was an alien that abandoned her. Of course, he is the standard rogue alien that has conveniently picked this moment to come to Earth for Wirth so he can use Wirth's DNA to make the people of Earth his slaves. (Huh?) His laughable attempts to use his telepathic powers and capture Wirth suck up most of the screen time and are the worst scenes in the movie. Not only are they boring, but they are the scenes where you will be spotting the flubs the most.<br /><br />The ideas might be nice on paper, but they are handled here with the utmost of stupidity, particularly in the aforementioned scenes with the rogue alien. But the effects are the bane of the movie. The opening scene involves Chong on her spaceship, communicating with her superior, someone who we do not see but that Chong communicates with through a vat that emits pink light. They use no spoken words, but telepathy, so we are treated to subtitles. Trouble is, both Chong and her superior's subtitles both look alike, and the director gives you no indication as to which of the two are actually `speaking' at any given moment, which makes the whole conversation nothing but gibberish. The spaceship is the worst effect to come out of Hollywood this side of an Ed Wood film. Now, I am usually lenient on effects when dealing with a low budgeted film such as this, but these effects really got to me. The most offensive was the most simple one: a fake night sky. The stars in the sky are so phony they almost sound off a dial tone. Most notably are the moments where Chong tells someone she comes from Pleiades, and we get a shot of the seven stars. Thing is, the seven stars take up about half the night sky in the movie, but any stargazer knows that Pleiades is a star cluster between the constellations Perseus and Taurus, and the cluster doesn't take up much room in the sky at all. These effects just get so lousy that your jaw will hang lower and lower with every passing moment. Be careful, for it will go right through the floor during the finale when the effects have Willie Nelson turn into a human spotlight and . . . Oh, it has to be seen to be believed!<br /><br />Starlight, star bright; Last star I see tonight; I wish I might, I wish I may; not have to watch any more of this trash today.<br /><br />Zantara's score: 1 out of 10.	negative	negative
No budget direct to video tale of aliens in Arizona involving the military and escaped convicts.<br /><br />Not bad as such, rather it suffers from the cast and crew sort of going through the paces instead of trying to sell it. Its as if they knew they were in a grade z movie and want you to know they know. Then again maybe they just couldn't get it together.<br /><br />A misfire of a grade z movie that could have been something if some one cared--and had skill. Why must low budget filmmakers insist on not actually trying to make a something good instead of just making a product.<br /><br />2 out of 10 because nothing comes together	negative	negative
François Traffaut's 'Mississippi Siren' had an unconvincing plot. The screenplay required too much elasticity in suspension of disbelief. The plot went at a glacial pace. It started off in an interesting setting but soon drifted onto the shoals of melodrama that lacked logic or intelligence. What were the critics thinking? This one is overrated even to be described as a loser. Even Catherine Deneuvue, who charmed in 'The Umbrellas of Cherbourg' and 'Belle Doe Jour,' managed to be simply annoying. <br /><br />We rented this movie at the same time as we rented another Traffaut film. We watched this one first, and found it to be so bad that we sent the other one back unseen at the same time.	negative	negative
Ed Gein: The Butcher of Plainfield is set in the small American town of Plainfield in Wisconsin during 1957 where loner Ed Gein (Kane Hodder) lives by himself on a farm after the death if his mother & brother. The local police have had a spate of grave robberies to deal with & when local barmaid Sue Layton (Ceia Coley) suspicions grow that something nasty is going on. Ed is a violent sexually deviant man who kidnaps girls & murders them, will the police figure the truth out in time to save Erica (Adrienne Frantz) the Sheriff's (Timothy Oman) daughter...<br /><br />Written, produced & directed by Michael Feifer this was an attempt to base a horror film around the true events surrounding notorious serial killer Ed Gein & turns out to be pretty crap. The real life Ed Gein was only ever convicted of two murders & died in 1984 but several films have been inspired by him including The Texas Chainsaw Massacre (1974), Deranged (1974) & Ed Gein (2000) with this fairly recent addition possibly being the worst Gein film ever. Even though Ed Gein was real next to nothing in this film is based on fact, Gein never had an accomplice, none of his victims were related to any of the investigating officers, there was no car crash victim, although Gein keeps his name other people have had name changes, the kidnapping & murder of the two women depicted here actually happened four years apart in reality but in this film it happens over the course of a couple of days & while here Gein is shown as a large hulking muscular man in reality he was a scrawny, thin, old & quite short. As a factual drama Ed Gein: The Butcher of Plainfield is worthless & as pure entertainment it's no better with a deadly dull pace & feel to it, the character's are all boring & when he isn't killing someone Gein is shown working or just walking around & it's very dull. There's no suspense because we know who the killer is & it's just a tedious wait until he gets caught at the end. There is no real attempt to get into Gein's mind with the makers giving him no more motivation than him occasionally having hallucinations of his domineering mother.<br /><br />There isn't much gore here, there's a scene with a woman hanging on a meat-hook, there's a really badly edited scene of Gein cutting a leg off, there's the usual jars of bodily organs & skulls lying around as well as a bit of blood but there's really not much here to get excited about. The film was obviously processed to bleach a lot of the colour out of the picture as it's not far off black and white at times, I personally think the lack of colour makes it even duller to sit through.<br /><br />With a supposed budget of about $1,500,000 I can't really see where the money went in a very forgettable production. Although set in Wisconsin this was filmed in California. Kane Hodder is all wrong for the role of Ed Gein, just from a physical point of view Hodder doesn't look even remotely like Gein & he gives a pretty poor performance to as he just stares at the camera a lot making silly faces.<br /><br />Ed Gein: The BUtcher of Plainfield is crap & it's as simple & straightforward as that. As either a factual drama or pure exploitation entertainment this is total tripe from start to finish with nothing to recommend it.	negative	negative
How did such a terrible script manage to attract this cast? Ridiculous, predictable and thoroughly unbelievable, this is well-acted and slickly directed, but the material is so bad it still qualifies as one of the all-time worst thrillers I've seen in years. Amazingly bad, and not in a fun way. Avoid at all costs, even if you're a fan of someone in the cast.	negative	negative
This was a disappointing film. The people seem to have no substance, the lead protagonist Martin Cahil has zero redemptive values, in fact everyone in it including Jon Voight epitomizes sleeze. I would not recommend this film to anyone. The violence is distasteful, though artfully done. The filming is to black, at least the print i saw fit this category. A disappointment.	negative	negative
